(28610419, 0)
(32581888, 2)
(16054925, 0)
(23906363, 0)
(16929607, 1)
(34185461, 1)
(30671537, 0)
(6522748, 0)
(20381140, 1)
(14814332, 0)
(25716340, 0)
(17953730, 3)
(36590990, 0)
(22881331, 1)
(29252734, 1)
(7322330, 1)
(2698787, 0)
(25102861, 1)
(1666027, 0)
(36528194, 0)
(3229445, 0)
(19366710, 6)
(32843050, 1)
(29675859, 1)
(1443979, 2)
(8929215, 1)
(34512507, 0)
(28530682, 1)
(13912035, 1)
(19197552, 1)
(4699926, 4)
(16505633, 1)
(9124237, 1)
(3943823, 2)
(16455079, 1)
(20950662, 1)
(30381047, 3)
(2429348, 0)
(15397953, 1)
(18016412, 1)
(19361676, 1)
(27159843, 1)
(33866822, 0)
(21246032, 0)
(394853, 0)
(37753557, 11)
(23785848, 1)
(37277238, 1)
(4488472, 0)
(8519199, 1)
(21506192, 1)
(9297275, 1)
(21314535, 1)
(29334947, 0)
(20514371, 1)
(32360893, 0)
(17550868, 0)
(9764915, 0)
(27224054, 0)
(36797517, 0)
(5986985, 0)
(21413523, 1)
(19502984, 2)
(17442229, 1)
(28357532, 0)
(27221488, 1)
(16566498, 0)
(3987856, 0)
(32969599, 2)
(36012362, 0)
(6807438, 2)
(13054785, 2)
(33809083, 1)
(8409653, 0)
(26406676, 2)
(22392977, 0)
(16490493, 0)
(8406990, 1)
(18577335, 1)
(33141720, 1)
(20530524, 1)
(9905953, 0)
(605304, 0)
(3741401, 1)
(6119657, 0)
(4925626, 1)
(25754183, 1)
(34441758, 1)
(4666125, 4)
(17873775, 0)
(27956089, 2)
(17947584, 0)
(24161528, 1)
(1367018, 0)
(6170198, 0)
(24680466, 1)
(19019524, 0)
(34607712, 0)
(24249320, 0)
(22961960, 0)
(20819174, 0)
(26459540, 0)
(22539781, 0)
(14942131, 0)
(22803466, 0)
(15506199, 15)
(13236643, 3)
(15032899, 0)
(18677649, 1)
(1634584, 1)
(19438373, 0)
(17885395, 0)
(32064502, 1)
(4518927, 2)
(17861822, 1)
(19799907, 0)
(20310193, 1)
(15520994, 1)
(5014620, 2)
(28683824, 0)
(14136389, 0)
(13447397, 1)
(11137293, 0)
(34176429, 1)
(8508608, 0)
(21648485, 0)
(1260245, 0)
(20949458, 0)
(25893169, 0)
(11152062, 2)
(10184605, 0)
(1542611, 2)
(15004139, 1)
(11999352, 1)
(12046599, 2)
(34926642, 0)
(2892211, 1)
(27567020, 1)
(21773818, 0)
(32477103, 1)
(25722649, 0)
(23237655, 0)
(17676513, 0)
(29785696, 1)
(29134733, 2)
(9890455, 1)
(21946202, 2)
(5543129, 1)
(22990516, 0)
(26393366, 0)
(29521961, 1)
(34421094, 6)
(22492692, 2)
(2405044, 1)
(22486225, 3)
(19985619, 3)
(10383731, 0)
(16928289, 0)
(29490451, 1)
(29730276, 0)
(18295085, 1)
(28518107, 1)
(19895893, 0)
(3485688, 3)
(1124468, 0)
(10485971, 0)
(32218094, 1)
(30402122, 1)
(5096630, 1)
(32070061, 0)
(18922848, 0)
(12241060, 1)
(26541711, 0)
(10435248, 2)
(16525977, 0)
(28296786, 1)
(1942775, 1)
(12706995, 0)
(29256888, 0)
(6946017, 0)
(32334856, 3)
(5248680, 1)
(13519467, 3)
(37372610, 1)
(21451680, 0)
(15187676, 1)
(11299389, 3)
(5872952, 1)
(10551425, 0)
(18517281, 1)
(2924894, 0)
(5044539, 1)
(33660815, 2)
(33981647, 0)
(36183534, 1)
(5417980, 1)
(13284952, 1)
(28982689, 0)
(18615135, 0)
(16217728, 2)
(7272843, 6)
(26385768, 0)
(4081109, 0)
(6838828, 0)
(10733854, 3)
(20188582, 1)
(14983266, 2)
(26164623, 1)
(28023883, 0)
(25365309, 1)
(17061322, 1)
(35079603, 1)
(17503113, 0)
(7248937, 1)
(10843980, 0)
(22889722, 0)
(6890157, 4)
(29045876, 1)
(26649446, 0)
(26473628, 2)
(12492656, 0)
(2445034, 1)
(14376856, 1)
(16963640, 0)
(35052175, 3)
(7341143, 3)
(2446843, 1)
(20778135, 1)
(19810488, 1)
(36853540, 1)
(15415753, 0)
(17645088, 0)
(7281804, 0)
(883688, 0)
(4648753, 1)
(864631, 3)
(4524494, 1)
(8168624, 0)
(15503562, 0)
(15001889, 0)
(23914207, 0)
(26670989, 0)
(24123626, 1)
(35299219, 0)
(25302024, 0)
(29292244, 1)
(20251889, 2)
(8798242, 0)
(19550672, 0)
(18600663, 1)
(33169144, 1)
(33394154, 0)
(1863606, 1)
(22753587, 1)
(21519296, 1)
(2481351, 0)
(21801894, 2)
(35599140, 1)
(18120619, 2)
(8300483, 1)
(33364367, 0)
(17179772, 3)
(23711312, 1)
(20780559, 0)
(34452417, 1)
(15162286, 0)
(35829978, 0)
(14466913, 0)
(12870857, 1)
(22074435, 0)
(13379057, 0)
(8663727, 0)
(27007156, 0)
(23297260, 1)
(32091009, 0)
(12175219, 1)
(17200086, 1)
(17401755, 0)
(32339632, 1)
(21075273, 0)
(1061514, 0)
(11313350, 3)
(17785326, 0)
(19911000, 1)
(28636051, 1)
(19035274, 2)
(35268357, 0)
(36843437, 1)
(14718078, 0)
(32863802, 1)
(6167495, 1)
(2571787, 2)
(27318511, 0)
(15281024, 0)
(18845271, 1)
(9442581, 3)
(27260625, 4)
(23224265, 1)
(36296909, 1)
(29129649, 7)
(7275925, 1)
(15066193, 0)
(5051203, 1)
(21979377, 1)
(5376407, 2)
(12387548, 0)
(24996577, 0)
(16868152, 0)
(4064794, 1)
(31052466, 1)
(5446778, 1)
(14048489, 2)
(2265457, 0)
(24702511, 0)
(452230, 0)
(21832375, 2)
(31119929, 0)
(16171177, 4)
(9938828, 0)
(28440409, 0)
(37340183, 0)
(19181331, 1)
(12121621, 1)
(26652622, 0)
(35486305, 2)
(13092702, 1)
(23623752, 1)
(34909786, 0)
(12893960, 0)
(10555860, 1)
(1989100, 6)
(8567288, 1)
(7742872, 0)
(3106336, 2)
(26141376, 1)
(18977449, 1)
(18629155, 0)
(35954663, 0)
(31030709, 2)
(30738607, 1)
(20914303, 0)
(15858437, 0)
(29693687, 1)
(34186198, 1)
(26047827, 1)
(13819973, 2)
(5666307, 2)
(5601178, 0)
(32851272, 0)
(11304154, 2)
(5943650, 0)
(26639163, 1)
(15094685, 2)
(2659365, 0)
(4124028, 0)
(12435193, 2)
(20902529, 0)
(12376214, 0)
(26234079, 1)
(20457784, 0)
(942606, 0)
(690948, 1)
(30172153, 1)
(15442649, 0)
(21334254, 0)
(29911722, 1)
(25289976, 0)
(24269938, 1)
(24880416, 1)
(13411331, 1)
(32187943, 0)
(5638142, 5)
(22219820, 0)
(23870485, 2)
(32627202, 1)
(33640011, 0)
(15793469, 1)
(17325555, 9)
(17383570, 1)
(14603079, 0)
(35109443, 1)
(14374960, 2)
(31613460, 0)
(3699650, 0)
(35668336, 0)
(17193431, 0)
(3865503, 1)
(34839542, 0)
(36561403, 0)
(18053961, 1)
(23545863, 1)
(12266179, 0)
(25909685, 1)
(30736774, 0)
(5169625, 1)
(9218474, 0)
(34986542, 1)
(5122721, 1)
(26044288, 1)
(6424845, 1)
(27657915, 1)
(14947433, 1)
(32896111, 5)
(34254143, 4)
(9753745, 0)
(22675627, 0)
(32251481, 0)
(12195504, 0)
(21602614, 0)
(11589821, 0)
(27571092, 3)
(11284395, 8)
(5583394, 0)
(15771243, 1)
(32523352, 2)
(9581497, 2)
(31937197, 0)
(30314183, 0)
(9587242, 0)
(32122777, 0)
(24473521, 3)
(31329710, 0)
(34311845, 1)
(23671534, 2)
(31002954, 2)
(534240, 1)
(37340183, 1)
(27766846, 0)
(24253178, 1)
(33653228, 0)
(10642344, 1)
(36200386, 1)
(22782600, 1)
(21878882, 0)
(17420473, 0)
(2838443, 1)
(24075609, 1)
(24221834, 1)
(8057403, 1)
(10179591, 0)
(830814, 0)
(17972995, 1)
(14198012, 1)
(29882500, 3)
(32786231, 1)
(33881970, 1)
(25611296, 1)
(6695604, 1)
(28182182, 1)
(29072285, 0)
(19128738, 0)
(30760627, 1)
(15121695, 1)
(26081600, 1)
(31328528, 1)
(3205417, 1)
(34425845, 0)
(23550115, 0)
(12551380, 2)
(17407275, 2)
(23921012, 1)
(22723686, 0)
(1032604, 2)
(27169561, 0)
(2729126, 2)
(28323637, 1)
(29665432, 1)
(25353441, 0)
(12864467, 1)
(18227958, 0)
(3027876, 0)
(25565609, 0)
(13587080, 2)
(15807437, 1)
(33323028, 1)
(25265296, 0)
(34064063, 0)
(26718674, 1)
(29180767, 1)
(23503291, 2)
(18662486, 2)
(23104551, 1)
(22380433, 0)
(22764285, 0)
(15946580, 0)
(33853294, 0)
(37652421, 0)
(33330547, 0)
(9836138, 3)
(12480193, 1)
(18798226, 0)
(12359610, 1)
(10929108, 1)
(5477713, 1)
(32690306, 1)
(7986713, 1)
(16274885, 1)
(2406693, 2)
(18336603, 0)
(15585632, 0)
(25900067, 0)
(29270805, 1)
(32838287, 0)
(2979988, 0)
(489026, 0)
(29556107, 1)
(15795224, 1)
(1059237, 1)
(14246532, 1)
(10863936, 2)
(27083232, 1)
(30962121, 1)
(22991765, 0)
(23054292, 1)
(15380115, 2)
(13519223, 0)
(14172622, 0)
(17194876, 0)
(14149280, 0)
(2477237, 0)
(25412876, 0)
(8360930, 1)
(2368792, 3)
(14908142, 0)
(10477085, 14)
(458725, 1)
(22034605, 1)
(21329292, 1)
(10791247, 3)
(18668680, 0)
(11042843, 6)
(13250635, 0)
(11332462, 1)
(24788379, 1)
(4561751, 1)
(10908266, 0)
(23796814, 2)
(35498285, 0)
(19660864, 1)
(5180979, 1)
(29846595, 1)
(36384107, 0)
(16711726, 0)
(6599799, 1)
(26284931, 1)
(14253112, 0)
(4434112, 1)
(31549818, 1)
(27949645, 1)
(12674600, 1)
(37048898, 1)
(12609487, 1)
(16298158, 1)
(12984862, 0)
(37750170, 1)
(6296392, 1)
(35495912, 0)
(35382781, 0)
(1262148, 6)
(35248304, 0)
(10730364, 1)
(1436018, 1)
(11085596, 0)
(16909412, 0)
(32863977, 0)
(30232384, 0)
(36631177, 1)
(11457013, 1)
(18128413, 0)
(13599345, 1)
(33244910, 1)
(20605035, 1)
(6715095, 1)
(13299218, 1)
(13031980, 1)
(5373287, 1)
(14966563, 0)
(13121094, 1)
(14277571, 1)
(15602850, 1)
(36454327, 4)
(32479467, 0)
(13941542, 2)
(29091671, 0)
(33664904, 0)
(18362311, 2)
(23896325, 0)
(5599874, 2)
(24860335, 0)
(3313783, 0)
(14082341, 0)
(33441825, 1)
(9267148, 2)
(15720707, 1)
(18361652, 1)
(22778105, 0)
(34983023, 1)
(16836746, 2)
(30397627, 0)
(29430659, 1)
(4037772, 1)
(12387587, 0)
(24999238, 0)
(29570551, 5)
(36114634, 1)
(3632760, 1)
(17470913, 0)
(33807833, 3)
(14008229, 2)
(7797718, 0)
(31244763, 0)
(9881138, 0)
(21268314, 1)
(113045, 1)
(27849588, 1)
(6941190, 3)
(17583298, 0)
(35778571, 1)
(6831164, 1)
(27509545, 0)
(32242427, 0)
(26492547, 2)
(15280067, 0)
(17358677, 2)
(33834679, 2)
(4423225, 0)
(6221099, 1)
(21182392, 1)
(23741925, 2)
(17204845, 0)
(16029467, 0)
(18505848, 0)
(35610604, 1)
(23255948, 0)
(25305489, 0)
(18373763, 1)
(13014626, 1)
(36813807, 1)
(9726809, 0)
(26268458, 1)
(14935223, 1)
(16249445, 1)
(9738485, 0)
(17940231, 0)
(8492608, 0)
(26101772, 1)
(20577365, 0)
(32498158, 1)
(12932950, 0)
(35173810, 0)
(16812553, 0)
(26157652, 2)
(7523368, 0)
(30196879, 0)
(29913201, 1)
(22175453, 1)
(25879086, 0)
(15763523, 1)
(6692613, 0)
(3622685, 3)
(3306168, 0)
(36850463, 0)
(33520422, 1)
(11535642, 2)
(13532328, 1)
(17632821, 1)
(28104651, 2)
(14141364, 0)
(11249264, 1)
(5378195, 2)
(18245272, 2)
(35591809, 0)
(13271667, 1)
(17267862, 0)
(11892205, 0)
(24436959, 1)
(20917248, 1)
(32460873, 0)
(18392670, 0)
(22211279, 0)
(33474265, 0)
(28470797, 0)
(20071872, 0)
(35410814, 0)
(26981937, 0)
(34681769, 0)
(16903668, 0)
(3479782, 3)
(36199790, 1)
(1574912, 0)
(37215845, 0)
(15532391, 0)
(2332644, 1)
(25887446, 0)
(33542316, 1)
(482636, 0)
(21577480, 1)
(13310580, 1)
(8612642, 1)
(22556856, 4)
(13977998, 1)
(5212107, 1)
(25249596, 1)
(3843480, 1)
(19035941, 1)
(33435192, 0)
(26992161, 2)
(26245310, 0)
(25296309, 1)
(32134344, 0)
(21440381, 1)
(5631822, 0)
(29764479, 2)
(3798355, 0)
(35077659, 0)
(23980350, 1)
(10945568, 0)
(1119710, 0)
(29242377, 2)
(18785451, 0)
(18657881, 0)
(5513547, 1)
(23993701, 1)
(16829663, 0)
(10994381, 2)
(29915656, 0)
(20281566, 1)
(24734131, 5)
(18614510, 1)
(36313500, 1)
(18093898, 1)
(1278524, 0)
(21321657, 2)
(31582273, 0)
(16189235, 1)
(6274942, 1)
(17101574, 7)
(11358633, 1)
(21825146, 0)
(15955348, 0)
(16206571, 0)
(14983598, 0)
(17917557, 1)
(1192019, 1)
(26405750, 0)
(14643257, 1)
(11147030, 3)
(1493458, 0)
(14072140, 1)
(6731514, 1)
(2890572, 2)
(18851555, 1)
(35437777, 3)
(19802556, 0)
(5800875, 0)
(35633450, 0)
(19741217, 1)
(24185823, 1)
(31187698, 0)
(26216888, 0)
(19796438, 0)
(8311740, 3)
(17677569, 1)
(36306320, 1)
(23845116, 1)
(23407018, 1)
(6774259, 0)
(7287830, 1)
(2800294, 1)
(3473778, 0)
(28847855, 0)
(23996230, 0)
(13729702, 0)
(19533131, 0)
(13953307, 1)
(19554318, 0)
(15359000, 0)
(30387670, 0)
(10205828, 0)
(22052074, 4)
(28103375, 2)
(19753877, 1)
(5265350, 1)
(3415959, 2)
(36016270, 1)
(27884426, 0)
(5687558, 0)
(18845120, 2)
(29395815, 0)
(1069346, 9)
(6609887, 1)
(13844710, 1)
(24404753, 1)
(3107032, 1)
(29995976, 1)
(25160097, 1)
(13667845, 1)
(1203826, 0)
(34807847, 1)
(4247060, 2)
(16154180, 4)
(16733505, 2)
(21888765, 0)
(20268274, 1)
(4293930, 1)
(14611793, 0)
(34115711, 1)
(1725856, 1)
(13422473, 1)
(23915293, 0)
(7046337, 2)
(29676773, 0)
(30660263, 0)
(32905558, 0)
(1578500, 0)
(9918835, 1)
(15896143, 2)
(30803021, 2)
(18456954, 0)
(1860002, 1)
(26889230, 1)
(6913991, 2)
(33602752, 0)
(22723007, 1)
(17897595, 0)
(4896621, 1)
(17715521, 3)
(9814092, 1)
(17399614, 0)
(11761557, 0)
(4829743, 3)
(26258248, 0)
(30984050, 2)
(22073816, 0)
(33961115, 0)
(15841515, 1)
(2710621, 8)
(29084593, 1)
(35652752, 1)
(30827578, 4)
(14635007, 1)
(20391442, 0)
(36879113, 1)
(30443719, 1)
(19491459, 0)
(30790484, 1)
(5639710, 1)
(24480375, 2)
(25812145, 1)
(34643508, 0)
(21279415, 0)
(7080965, 1)
(26011416, 0)
(4807140, 1)
(31265462, 1)
(13290797, 0)
(25266878, 0)
(8430656, 1)
(26661682, 0)
(13022718, 1)
(26903317, 0)
(23463843, 0)
(7844501, 1)
(22797667, 1)
(26753934, 1)
(14047088, 0)
(27780685, 0)
(6799308, 1)
(32891823, 1)
(13807541, 1)
(25878192, 3)
(6694906, 1)
(36631049, 0)
(35613201, 1)
(25522914, 0)
(20228517, 0)
(28361879, 1)
(24969400, 1)
(20569483, 0)
(26635451, 1)
(1342057, 1)
(15644488, 1)
(36975592, 0)
(16517199, 0)
(9181693, 0)
(13130524, 0)
(32788595, 0)
(18455867, 0)
(26019885, 1)
(15330025, 0)
(26320969, 4)
(14886255, 0)
(33778128, 0)
(9587242, 2)
(37102925, 1)
(16212350, 1)
(18914400, 0)
(32770898, 3)
(35868634, 1)
(25853891, 1)
(11808573, 0)
(23547933, 3)
(25274303, 1)
(4715265, 1)
(14639628, 3)
(24550885, 3)
(28156795, 0)
(1416853, 0)
(17574004, 2)
(36265052, 0)
(683528, 3)
(24107101, 0)
(25636450, 0)
(30621456, 0)
(18291324, 0)
(17542791, 0)
(36706824, 1)
(11908551, 2)
(26298180, 0)
(24537281, 2)
(35512294, 3)
(7910238, 0)
(15476391, 1)
(33746792, 0)
(37539284, 0)
(9099906, 0)
(34061029, 1)
(22517169, 4)
(9465956, 0)
(7614604, 1)
(13403304, 1)
(19603829, 1)
(32134766, 1)
(26326218, 1)
(27175205, 1)
(21861174, 1)
(27729878, 0)
(13177901, 0)
(14432682, 2)
(9676387, 2)
(30437043, 1)
(23286261, 0)
(1598322, 2)
(11322686, 3)
(34004373, 1)
(16037032, 0)
(4663698, 0)
(12936226, 1)
(19508282, 2)
(3110352, 1)
(867030, 8)
(12743543, 1)
(32429363, 0)
(11805409, 0)
(26064317, 3)
(2918720, 1)
(22333726, 1)
(23348170, 6)
(25066855, 0)
(32523116, 0)
(23036692, 1)
(27005250, 1)
(3271312, 0)
(22668279, 0)
(26294109, 0)
(28869092, 3)
(31046006, 1)
(14109427, 1)
(29176516, 0)
(29300937, 0)
(10875884, 1)
(19966886, 0)
(30076357, 0)
(36127960, 1)
(20211475, 1)
(22455108, 1)
(22818788, 0)
(17448082, 0)
(19112155, 1)
(23846861, 2)
(14946389, 0)
(19949740, 0)
(11512523, 0)
(1589715, 0)
(22750171, 4)
(11296842, 1)
(12865206, 1)
(12781988, 1)
(6377108, 0)
(34111384, 0)
(14217949, 1)
(6455165, 2)
(16562862, 0)
(22294263, 1)
(12040261, 2)
(2548854, 0)
(3056798, 1)
(31465790, 0)
(34493575, 1)
(14812401, 0)
(37361389, 5)
(1977134, 1)
(20817276, 0)
(9155114, 0)
(9643635, 1)
(2795697, 2)
(11004397, 0)
(31659405, 1)
(12436743, 0)
(14809122, 0)
(35229128, 1)
(19875588, 1)
(12391847, 1)
(35687279, 1)
(10166954, 1)
(7795767, 1)
(9290660, 0)
(27491609, 1)
(17140557, 2)
(30093999, 2)
(8268337, 0)
(13477775, 1)
(10948818, 1)
(28292413, 1)
(27706202, 4)
(9976020, 0)
(25434258, 1)
(30652292, 0)
(18379948, 1)
(13132270, 6)
(4451726, 1)
(22473509, 1)
(33902049, 0)
(8553575, 0)
(34104732, 0)
(16433455, 0)
(6381587, 2)
(23097821, 0)
(22512709, 1)
(26469025, 1)
(2679721, 1)
(4833549, 1)
(35426607, 0)
(7679962, 1)
(36631823, 2)
(37062284, 0)
(13082595, 0)
(575042, 2)
(5884484, 1)
(34513486, 0)
(32547361, 1)
(10024395, 0)
(4774864, 0)
(27433208, 1)
(18746433, 0)
(3153407, 0)
(22907105, 1)
(13825042, 1)
(25718962, 0)
(34112232, 2)
(32072884, 3)
(23309516, 0)
(30095803, 0)
(22007829, 1)
(9228208, 2)
(12910494, 0)
(23068569, 0)
(25524281, 1)
(35336632, 0)
(28475501, 1)
(16240542, 1)
(13168329, 1)
(19045131, 0)
(17677804, 1)
(21381491, 1)
(29396132, 1)
(5636507, 0)
(35266377, 0)
(22194216, 2)
(5818138, 1)
(5448354, 0)
(10240954, 0)
(27408780, 0)
(22179662, 1)
(29298297, 1)
(13546946, 2)
(7315647, 1)
(13744580, 1)
(12826482, 1)
(6883433, 0)
(28120789, 0)
(26235055, 0)
(22929062, 1)
(12369657, 0)
(22853456, 0)
(36156663, 6)
(22107938, 4)
(27935437, 1)
(28479230, 1)
(21483373, 2)
(530508, 0)
(15339683, 0)
(18664390, 1)
(12799043, 0)
(8840267, 1)
(24762297, 1)
(18348790, 0)
(32341997, 1)
(21846601, 1)
(11587533, 1)
(15444655, 0)
(29205254, 0)
(13979618, 0)
(22592508, 0)
(3558777, 2)
(27802867, 1)
(11512805, 2)
(32305778, 0)
(19972896, 0)
(1878086, 2)
(36044281, 1)
(25144691, 0)
(34041150, 1)
(13371286, 1)
(2574037, 0)
(11076909, 1)
(33800789, 0)
(17950354, 0)
(26942667, 0)
(19172285, 1)
(739557, 0)
(23408822, 1)
(31858847, 1)
(32259661, 1)
(37191922, 2)
(7612822, 0)
(13544733, 3)
(4119576, 1)
(3525633, 1)
(11513549, 0)
(19020334, 0)
(4359671, 4)
(14041768, 1)
(24879380, 1)
(26149174, 3)
(14122113, 0)
(20363015, 0)
(21589530, 1)
(1875212, 0)
(11501512, 1)
(8658435, 1)
(14236912, 2)
(16434900, 0)
(30287152, 0)
(20961714, 1)
(26707091, 1)
(3195076, 1)
(24616999, 0)
(25531528, 0)
(34177411, 2)
(10262615, 2)
(11560148, 5)
(22469289, 5)
(36090291, 1)
(6381869, 0)
(24728990, 0)
(31894261, 0)
(32690461, 1)
(30454010, 0)
(32015887, 0)
(32426864, 0)
(22391507, 1)
(20224494, 0)
(33579090, 0)
(5346226, 0)
(31872195, 0)
(28155017, 2)
(25974538, 1)
(21067333, 1)
(37270618, 2)
(24085284, 1)
(11883681, 1)
(34410436, 0)
(32497050, 1)
(30588284, 0)
(21289777, 1)
(37160802, 1)
(17624686, 0)
(24700613, 0)
(24042104, 0)
(8853870, 2)
(18885430, 0)
(22568831, 1)
(2367399, 0)
(26638851, 0)
(13611099, 1)
(30184527, 2)
(25505158, 2)
(8541725, 0)
(15186978, 0)
(9051886, 1)
(27495888, 0)
(28431553, 1)
(19502198, 1)
(35893802, 1)
(13974281, 0)
(17443826, 2)
(27037118, 3)
(25770576, 1)
(37005634, 0)
(6133107, 2)
(3200482, 3)
(14191621, 0)
(13409715, 0)
(12979390, 4)
(10973373, 4)
(4729984, 0)
(8233351, 1)
(28240119, 1)
(16116559, 1)
(36192866, 0)
(9554347, 1)
(21746711, 1)
(6010579, 0)
(21757071, 1)
(4788703, 1)
(29453965, 1)
(25143998, 1)
(3607057, 0)
(20242334, 2)
(37348660, 1)
(34695549, 0)
(28345455, 1)
(8349227, 0)
(15811735, 0)
(35610094, 0)
(21844549, 0)
(16703189, 1)
(6195704, 0)
(10520246, 0)
(29158587, 0)
(26273042, 0)
(34798185, 0)
(30864064, 0)
(13243594, 1)
(17136937, 1)
(32162380, 0)
(34627833, 0)
(27816375, 0)
(2859005, 0)
(16669715, 0)
(1980214, 1)
(35238870, 0)
(28437310, 0)
(17930715, 0)
(11116082, 0)
(24221321, 0)
(28745673, 2)
(33235215, 0)
(35726950, 0)
(14237373, 0)
(31320528, 1)
(3586909, 1)
(21820883, 1)
(5547341, 0)
(3074494, 0)
(34924396, 0)
(10254435, 1)
(15389318, 0)
(9098246, 0)
(27189913, 2)
(8486163, 2)
(29481926, 2)
(8416764, 0)
(17195603, 0)
(14281794, 0)
(7886532, 0)
(7366204, 2)
(15090438, 1)
(25165544, 0)
(13258932, 1)
(19376013, 1)
(21439321, 0)
(14260860, 1)
(8955559, 0)
(21855166, 0)
(22163701, 1)
(14142046, 1)
(23866679, 0)
(19804988, 0)
(33161450, 0)
(29853153, 1)
(36754896, 1)
(13535715, 2)
(33288258, 0)
(32602022, 1)
(1387612, 0)
(2019039, 1)
(17897590, 0)
(23895405, 1)
(7163111, 0)
(32344072, 2)
(29926298, 0)
(5794183, 1)
(32281611, 0)
(8998702, 1)
(25039019, 1)
(16879517, 2)
(14845981, 0)
(28072563, 1)
(28744100, 1)
(32746273, 1)
(21761517, 0)
(37495240, 1)
(7864690, 4)
(18422649, 1)
(18517380, 3)
(14583577, 2)
(31474822, 1)
(2649637, 3)
(32061371, 0)
(20778002, 0)
(23611459, 2)
(22933608, 0)
(11127356, 0)
(32464879, 0)
(15633401, 0)
(19169360, 0)
(25387548, 1)
(13040746, 0)
(6088876, 1)
(33822028, 0)
(22422015, 0)
(27163473, 0)
(11157862, 0)
(18824823, 1)
(36127989, 2)
(17825439, 0)
(8255478, 0)
(13356109, 0)
(21462856, 4)
(22011387, 0)
(26063902, 1)
(34939648, 0)
(35754874, 1)
(24034654, 3)
(27824145, 1)
(25139537, 3)
(2033756, 1)
(2277285, 0)
(23348857, 2)
(28744193, 0)
(4759870, 1)
(23007400, 2)
(29998979, 1)
(14294607, 0)
(8918694, 0)
(4862506, 1)
(32758720, 4)
(28668569, 2)
(11074559, 1)
(25138573, 0)
(11762825, 1)
(11480067, 0)
(29297519, 0)
(24844317, 0)
(16367854, 1)
(13326908, 0)
(32849144, 1)
(36419623, 0)
(3704580, 0)
(25466034, 0)
(10808585, 0)
(480730, 1)
(11031409, 1)
(27945200, 0)
(2964093, 2)
(12294765, 0)
(7894876, 0)
(11679620, 1)
(11768881, 0)
(24511794, 1)
(23058111, 1)
(22781568, 0)
(13136204, 1)
(30262257, 0)
(37158835, 0)
(30344464, 0)
(33251452, 0)
(12889412, 0)
(32551753, 0)
(23202983, 1)
(34016855, 2)
(16635107, 0)
(7734341, 0)
(35619045, 1)
(26664388, 1)
(12629223, 2)
(14481736, 2)
(3749749, 1)
(14142708, 0)
(32485040, 1)
(16342681, 1)
(23623752, 7)
(2877560, 1)
(21569473, 0)
(1691451, 3)
(4048786, 1)
(22623148, 1)
(22201641, 1)
