(14298433, 0)
(3430451, 1)
(12204799, 0)
(15709261, 1)
(22979560, 2)
(30352774, 3)
(27624514, 0)
(21098133, 5)
(10194482, 1)
(32673737, 1)
(12834984, 1)
(34794037, 1)
(21527770, 2)
(30288662, 4)
(15188534, 0)
(31579135, 2)
(13622535, 0)
(14950193, 1)
(34070388, 0)
(36937061, 2)
(28404428, 2)
(19383853, 2)
(24143971, 0)
(13326759, 1)
(19366213, 0)
(18693175, 1)
(31392668, 0)
(31978934, 0)
(2310014, 0)
(23803861, 0)
(26783861, 1)
(17331725, 0)
(34373923, 1)
(22769821, 0)
(15898817, 0)
(3285237, 0)
(29583373, 3)
(31593830, 0)
(10644925, 0)
(24876637, 1)
(25119536, 0)
(20255485, 2)
(13262382, 0)
(26066058, 0)
(26942701, 1)
(19638138, 1)
(20514525, 0)
(23327216, 1)
(10006017, 0)
(34543908, 1)
(15764845, 0)
(5830197, 0)
(4099042, 0)
(24650319, 0)
(2104921, 0)
(22670263, 1)
(34581021, 2)
(2921681, 0)
(36159204, 0)
(21184609, 2)
(36422065, 0)
(16341775, 1)
(3188925, 1)
(25817930, 1)
(15376475, 0)
(33470048, 0)
(26056316, 3)
(18991398, 2)
(10990071, 1)
(34601663, 1)
(37639634, 0)
(11286430, 1)
(19165542, 1)
(22932552, 0)
(11091749, 0)
(21920598, 6)
(28567542, 1)
(19123707, 3)
(26038002, 0)
(5290508, 0)
(33056799, 0)
(15351555, 1)
(10785231, 0)
(28955223, 2)
(18045328, 1)
(33231928, 0)
(18157661, 3)
(8036182, 0)
(16820075, 2)
(37323007, 1)
(12504096, 1)
(17666477, 1)
(6834368, 0)
(32304052, 2)
(33024331, 0)
(5504848, 0)
(23319059, 0)
(21840133, 1)
(28617825, 1)
(4056375, 4)
(23894139, 1)
(24761690, 1)
(8344058, 0)
(29335145, 3)
(19548801, 1)
(4363033, 0)
(33681006, 2)
(15871391, 0)
(2119153, 4)
(30430783, 1)
(20318459, 0)
(31010732, 0)
(33964913, 0)
(36988764, 1)
(642648, 0)
(24097234, 1)
(10178573, 1)
(24640154, 1)
(33390481, 0)
(15934562, 1)
(33333250, 0)
(5911223, 1)
(20508106, 0)
(37487276, 0)
(24560596, 1)
(11828934, 0)
(32529698, 0)
(22845779, 2)
(22944330, 1)
(28127191, 1)
(11710345, 1)
(17499601, 0)
(34940942, 1)
(13078751, 2)
(13893435, 2)
(31305889, 2)
(19414209, 2)
(25087360, 0)
(37144357, 5)
(7225073, 0)
(8020834, 0)
(12109102, 1)
(32403472, 0)
(35967708, 1)
(28729212, 0)
(35917558, 1)
(31820438, 0)
(27362285, 0)
(16472267, 0)
(35520263, 0)
(12966499, 0)
(438813, 1)
(567222, 0)
(13252781, 1)
(24941504, 0)
(5289189, 0)
(13696556, 0)
(7183349, 0)
(24696303, 0)
(11891923, 2)
(13289336, 1)
(26786116, 2)
(20168498, 0)
(21583965, 1)
(26948464, 0)
(18129531, 4)
(10502301, 3)
(37186810, 0)
(16054841, 2)
(11309779, 1)
(23819423, 0)
(15378514, 0)
(23398942, 1)
(35830016, 0)
(33815944, 2)
(25333525, 0)
(36602988, 0)
(10574290, 4)
(36101858, 0)
(24594395, 2)
(34115047, 4)
(21223207, 1)
(23680976, 3)
(23699432, 0)
(32284334, 1)
(12078946, 1)
(641794, 0)
(7831371, 1)
(13974643, 0)
(36510431, 0)
(22896868, 0)
(24475963, 0)
(23372291, 0)
(31573495, 2)
(35866928, 1)
(23657849, 0)
(20358474, 1)
(32408502, 1)
(25706136, 0)
(9343332, 1)
(19663958, 0)
(26823877, 3)
(34869851, 0)
(35670229, 0)
(20991605, 0)
(3694371, 0)
(24512500, 1)
(15752922, 0)
(26852566, 1)
(9566940, 4)
(14901822, 0)
(34559663, 0)
(12773582, 0)
(17308695, 1)
(6581701, 1)
(15961185, 0)
(16668710, 0)
(16888880, 0)
(15911096, 2)
(24923536, 0)
(26924836, 2)
(1977467, 2)
(15070815, 0)
(15946075, 1)
(35323032, 4)
(17507504, 1)
(17965655, 1)
(29918227, 0)
(25587942, 4)
(19717769, 0)
(36129834, 0)
(5476065, 0)
(20958121, 0)
(18294723, 0)
(5731984, 0)
(31629994, 0)
(15484494, 0)
(10924120, 0)
(29525613, 0)
(16444530, 0)
(23289976, 0)
(37408995, 0)
(32544948, 1)
(18590257, 1)
(5455693, 4)
(23754775, 0)
(23186691, 0)
(27490549, 1)
(4587915, 2)
(2831672, 1)
(31140534, 1)
(7014674, 1)
(30291625, 1)
(15954650, 1)
(6356858, 0)
(27316797, 0)
(8482588, 2)
(790103, 0)
(13236159, 1)
(17534270, 0)
(28505825, 0)
(34294340, 0)
(8488689, 2)
(33771593, 0)
(37378185, 2)
(35222580, 1)
(36000400, 1)
(21336794, 8)
(23216191, 1)
(34297319, 2)
(32501918, 2)
(26919696, 2)
(27754393, 1)
(26084671, 2)
(34199228, 0)
(10674770, 1)
(23257641, 1)
(28507801, 4)
(24777602, 0)
(405489, 1)
(146607, 1)
(32531117, 0)
(32293852, 0)
(2087370, 2)
(12836385, 2)
(35471660, 2)
(13898409, 0)
(31078886, 1)
(11914083, 1)
(6309472, 0)
(30518390, 1)
(34435571, 1)
(5443529, 0)
(28802019, 0)
(8659275, 1)
(3501436, 1)
(6105777, 4)
(28680770, 2)
(3412316, 1)
(16965005, 0)
(30536991, 6)
(36402632, 2)
(21298792, 1)
(36409507, 1)
(15364975, 0)
(6176797, 0)
(30784567, 0)
(37492554, 1)
(9898373, 1)
(33685078, 0)
(18732297, 0)
(13435171, 0)
(12125818, 0)
(26310036, 0)
(25191037, 2)
(6492440, 1)
(15606437, 1)
(8711030, 0)
(13489831, 2)
(30197376, 0)
(3155436, 0)
(3839334, 1)
(32481491, 0)
(24966829, 2)
(19712864, 2)
(6304808, 2)
(3173355, 2)
(15799332, 0)
(2273462, 0)
(19290762, 2)
(30674953, 1)
(20633818, 0)
(21820700, 1)
(14305217, 0)
(20011157, 0)
(29487093, 0)
(34667066, 2)
(29697643, 0)
(36488280, 3)
(29951191, 0)
(24904302, 2)
(20625774, 0)
(28619951, 0)
(33168970, 6)
(1361373, 0)
(37280308, 0)
(19470099, 2)
(36451918, 0)
(24666712, 0)
(25901029, 2)
(31224598, 0)
(32221063, 0)
(18068789, 0)
(20868168, 1)
(24435625, 3)
(21493588, 0)
(14788302, 1)
(14885742, 0)
(15041834, 1)
(35848650, 0)
(8329183, 0)
(11571327, 1)
(16834861, 1)
(37737480, 1)
(27867660, 1)
(19591458, 0)
(30597006, 0)
(33329652, 4)
(30916577, 1)
(17537613, 1)
(27686240, 0)
(15993583, 3)
(29381447, 1)
(34726553, 0)
(23574552, 1)
(13714755, 0)
(31781054, 1)
(36758990, 0)
(21583460, 2)
(37705016, 1)
(33002473, 1)
(14160647, 0)
(16879337, 1)
(25184415, 0)
(31418869, 2)
(16554224, 2)
(15073415, 4)
(4291843, 4)
(3149440, 2)
(20993422, 0)
(15578903, 4)
(20133824, 0)
(15166083, 0)
(32358269, 0)
(14613631, 0)
(23000278, 0)
(14301511, 0)
(29861351, 1)
(9858472, 0)
(30309222, 0)
(10659479, 2)
(31867243, 0)
(17812747, 1)
(31325860, 0)
(14814083, 2)
(26875631, 2)
(31797443, 0)
(31530799, 0)
(9904732, 1)
(11705946, 2)
(35183669, 0)
(33446101, 1)
(25635276, 0)
(26740815, 0)
(14016761, 1)
(23032794, 0)
(25206692, 2)
(27662404, 1)
(7028689, 0)
(30504437, 1)
(4708273, 0)
(25714832, 2)
(35613136, 0)
(10974206, 5)
(6247064, 0)
(28104607, 1)
(19873620, 2)
(27627792, 3)
(1867715, 1)
(30609943, 2)
(12820960, 2)
(21005904, 1)
(34315342, 3)
(21024982, 1)
(31256159, 1)
(24973637, 2)
(34349762, 4)
(6645578, 2)
(8750654, 0)
(25200597, 2)
(28277137, 1)
(4330812, 2)
(18167042, 1)
(14210722, 2)
(7615758, 2)
(21843693, 0)
(29805197, 1)
(7804186, 1)
(18935656, 0)
(14106932, 1)
(4087919, 1)
(8631410, 0)
(2606018, 2)
(17829875, 0)
(10936767, 3)
(30852466, 1)
(36204644, 0)
(17005536, 1)
(34602827, 0)
(32713573, 0)
(30881811, 0)
(23932332, 1)
(22973711, 0)
(3029816, 0)
(13511278, 0)
(33711104, 0)
(36616328, 2)
(275174, 1)
(13384841, 0)
(9012363, 0)
(42950, 2)
(24770638, 0)
(26331644, 0)
(6007736, 1)
(11349183, 0)
(12992737, 3)
(16875404, 0)
(21329123, 0)
(31503874, 0)
(19943654, 2)
(35041522, 1)
(20721636, 0)
(19330460, 1)
(34907849, 3)
(28798618, 2)
(31171362, 0)
(12288398, 0)
(26183397, 0)
(16750483, 0)
(20442346, 0)
(35111853, 0)
(25416027, 0)
(33238537, 0)
(14880117, 0)
(35562071, 0)
(15632476, 0)
(30149971, 1)
(13037343, 0)
(25346770, 0)
(6667731, 0)
(12694058, 0)
(21501174, 1)
(11895768, 0)
(9299611, 0)
(33161202, 0)
(32844556, 0)
(33371752, 0)
(36972113, 2)
(30393422, 1)
(25557604, 0)
(33599306, 0)
(12966139, 0)
(23974979, 2)
(12654772, 2)
(19826916, 4)
(27002443, 0)
(31125870, 1)
(29392142, 0)
(15800704, 2)
(3806784, 1)
(947372, 1)
(20433315, 0)
(17763692, 0)
(34949786, 3)
(17501122, 0)
(27891044, 1)
(29049400, 0)
(2257441, 2)
(31542312, 1)
(23004917, 3)
(24784779, 0)
(32994840, 2)
(30042451, 0)
(30218802, 1)
(10015012, 1)
(1827489, 1)
(35538285, 0)
(33823468, 1)
(22495861, 0)
(37586572, 0)
(36555773, 0)
(11911252, 0)
(25689238, 1)
(22110431, 0)
(34514875, 0)
(8775913, 3)
(17071871, 8)
(27046828, 0)
(7374851, 0)
(14451034, 0)
(10262961, 0)
(16753557, 2)
(14995511, 0)
(15617817, 1)
(32551201, 3)
(28034735, 2)
(10980136, 0)
(31096507, 6)
(23800755, 0)
(36662738, 0)
(7568000, 0)
(23025306, 0)
(3170839, 1)
(21496246, 0)
(18493677, 0)
(25225984, 1)
(22544610, 1)
(25704797, 5)
(27992861, 1)
(12342207, 3)
(20826104, 0)
(20939808, 1)
(24292806, 4)
(14694482, 2)
(21402485, 1)
(9480436, 0)
(35955019, 0)
(35982599, 2)
(36802453, 1)
(5163974, 1)
(18473313, 1)
(32223534, 0)
(30902661, 0)
(26725284, 0)
(30597942, 2)
(21483469, 1)
(18551752, 0)
(16481844, 0)
(28642314, 1)
(18267132, 0)
(8843062, 1)
(28000624, 2)
(29521922, 0)
(29520217, 0)
(26065673, 1)
(32638205, 0)
(28393071, 0)
(5936665, 1)
(26682028, 0)
(1112012, 0)
(8563080, 1)
(36262008, 2)
(29123845, 0)
(31690025, 0)
(18391059, 4)
(32851032, 4)
(13312523, 0)
(35146904, 2)
(9567114, 1)
(18649884, 7)
(9354912, 0)
(31728361, 1)
(37499815, 1)
(30658964, 2)
(31384337, 0)
(36990897, 1)
(31090527, 0)
(21921718, 0)
(26824552, 0)
(36429577, 1)
(21788500, 1)
(33407138, 0)
(8725605, 0)
(237432, 1)
(19830134, 3)
(33070950, 0)
(6951005, 1)
(15369329, 0)
(22120767, 1)
(28586851, 1)
(30887964, 1)
(29009062, 0)
(36226083, 0)
(27991552, 2)
(32911675, 0)
(26467564, 1)
(33428734, 0)
(28650467, 0)
(37377565, 0)
(14703542, 1)
(26872608, 2)
(6103730, 0)
(13862270, 1)
(12388551, 0)
(37235698, 2)
(4291880, 0)
(1133286, 0)
(6403607, 2)
(10944047, 1)
(5286210, 0)
(15770009, 0)
(33428163, 4)
(32567670, 0)
(1995373, 1)
(15214967, 5)
(17592924, 0)
(21256889, 0)
(24092878, 0)
(26072087, 1)
(28971064, 1)
(9449196, 1)
(21651958, 1)
(14128447, 0)
(37747524, 0)
(4178249, 0)
(23693594, 1)
(32978362, 0)
(37009667, 1)
(25631695, 0)
(16736724, 0)
(7778465, 0)
(28080071, 1)
(30027482, 0)
(30291183, 0)
(30016925, 0)
(20668284, 2)
(12854904, 1)
(25942195, 1)
(25696546, 4)
(19608781, 1)
(30270535, 0)
(32222216, 1)
(24979624, 0)
(3930713, 0)
(27350943, 0)
(23773825, 1)
(7281760, 1)
(36141772, 1)
(13959107, 0)
(4111595, 3)
(29013314, 1)
(17933611, 1)
(14245053, 3)
(16015955, 0)
(12625627, 2)
(36978879, 0)
(22523675, 0)
(22358971, 1)
(28047761, 0)
(17037135, 0)
(31561006, 1)
(25759395, 0)
(16970982, 2)
(22330551, 1)
(12549599, 0)
(36106208, 1)
(36535334, 1)
(21433084, 2)
(32911990, 2)
(28990304, 0)
(24502932, 0)
(27541854, 0)
(2953421, 0)
(20543360, 0)
(36096135, 1)
(25733955, 0)
(29823764, 1)
(27041716, 0)
(29335857, 2)
(19309410, 1)
(14412537, 2)
(37318855, 2)
(37657781, 0)
(36193379, 0)
(33053882, 0)
(12559055, 0)
(22788902, 0)
(24700759, 2)
(24878809, 0)
(11854522, 0)
(21029943, 0)
(35077320, 7)
(31509052, 0)
(10390521, 0)
(33477421, 0)
(12466482, 0)
(13531985, 0)
(12636788, 1)
(13107598, 1)
(20297175, 0)
(23922371, 0)
(36011398, 0)
(33125085, 0)
(3956206, 1)
(4387138, 1)
(4296677, 1)
(30698183, 0)
(25729537, 0)
(32275938, 0)
(35389585, 0)
(30492841, 3)
(34261346, 1)
(24233911, 1)
(37356504, 1)
(31005725, 2)
(10192095, 0)
(16225677, 0)
(24009310, 1)
(36846090, 1)
(21163924, 3)
(25668092, 0)
(33576444, 2)
(17099458, 3)
(20661733, 0)
(36603652, 0)
(8663798, 3)
(35223422, 1)
(32532905, 1)
(32122767, 0)
(15487857, 1)
(27659668, 0)
(16993820, 2)
(16688607, 2)
(35465478, 0)
(37221514, 1)
(27819713, 2)
(19004257, 3)
(3360968, 1)
(22082920, 0)
(3464061, 0)
(26796297, 2)
(14171696, 0)
(23711149, 1)
(30388862, 0)
(26208561, 0)
(5914708, 1)
(25967479, 2)
(20646822, 0)
(21301223, 0)
(36400511, 0)
(16312607, 1)
(23767029, 0)
(34451964, 3)
(28244244, 0)
(5948528, 0)
(21800508, 1)
(12987781, 0)
(6009985, 1)
(3657792, 1)
(35539456, 0)
(22711944, 2)
(34822406, 0)
(5362771, 0)
(32296933, 2)
(30014677, 0)
(25207016, 0)
(27841729, 1)
(35986284, 4)
(1106455, 0)
(17334609, 0)
(27113179, 1)
(14706261, 0)
(24939403, 2)
(21233043, 0)
(37054597, 1)
(27153590, 1)
(22534101, 3)
(26671489, 0)
(12385278, 0)
(20902785, 2)
(34026505, 0)
(31499259, 1)
(33941379, 3)
(1428872, 1)
(19375275, 2)
(4779203, 1)
(14855659, 0)
(12775178, 0)
(35850663, 2)
(21639973, 5)
(34919106, 1)
(33800875, 1)
(15147287, 1)
(20589152, 2)
(24140114, 1)
(8672768, 1)
(1384542, 0)
(30049201, 1)
(3877454, 1)
(23280636, 1)
(21784887, 0)
(13787739, 1)
(21496303, 0)
(30939124, 0)
(31121918, 0)
(34107984, 0)
(2949581, 1)
(35278334, 1)
(18335564, 0)
(32789247, 0)
(26163727, 0)
(5455693, 5)
(2225038, 1)
(8764017, 0)
(8381735, 2)
(5249353, 1)
(28657018, 1)
(706755, 0)
(33764596, 2)
(2139110, 1)
(21886554, 2)
(17184139, 0)
(37277623, 2)
(26625368, 0)
(22557906, 1)
(5768576, 1)
(209513, 1)
(5891555, 0)
(21101114, 0)
(21979523, 1)
(33303059, 2)
(25833344, 2)
(29318557, 1)
(19995333, 0)
(7755684, 2)
(773, 2)
(24344680, 1)
(5805914, 0)
(26406056, 3)
(21498940, 0)
(18643030, 0)
(17850121, 0)
(23300899, 0)
(12658197, 1)
(8100049, 0)
(35020368, 1)
(20406820, 0)
(26966907, 0)
(37556616, 0)
(23813694, 0)
(16166892, 0)
(13927889, 1)
(22989943, 0)
(34263676, 0)
(7115428, 1)
(17137249, 0)
(13988830, 0)
(33558129, 2)
(15851568, 0)
(12187799, 0)
(25231547, 0)
(28617339, 0)
(36095363, 1)
(21945050, 3)
(35595430, 1)
(20221858, 0)
(3833011, 1)
(21490597, 2)
(25053793, 1)
(33914467, 2)
(20035369, 1)
(19689036, 0)
(31862644, 1)
(25146992, 0)
(37737029, 3)
(11105343, 1)
(18601723, 0)
(26947410, 0)
(13148233, 1)
(20853502, 2)
(17006127, 0)
(16742022, 0)
(36156087, 2)
(16594862, 1)
(30581392, 0)
(28048511, 2)
(14693701, 1)
(17966592, 0)
(2197482, 2)
(35171456, 1)
(31254278, 1)
(26374484, 0)
(18500011, 0)
(23602704, 0)
(3003390, 0)
(37439303, 1)
(20254472, 0)
(18965195, 0)
(30254931, 2)
(16337104, 0)
(33063766, 0)
(32685960, 1)
(26408462, 1)
(27466882, 2)
(37465087, 2)
(14918804, 5)
(739882, 0)
(27483096, 0)
(34436122, 1)
(18542778, 0)
(11040177, 1)
(25972765, 1)
(36945785, 1)
(32394591, 0)
(26938371, 1)
(16449653, 1)
(14176166, 1)
(37009342, 2)
(5889611, 0)
(21574926, 0)
(28133290, 1)
(21585202, 0)
(24869062, 1)
(23653391, 0)
(13696445, 0)
(21046741, 3)
(10678102, 1)
(19607409, 0)
(35145472, 0)
(17194670, 1)
(37555677, 0)
(24839190, 0)
(22298695, 2)
(19622427, 0)
(13689961, 1)
(21325007, 2)
(17875669, 1)
(29787133, 0)
(1143671, 3)
(17940120, 3)
(36360906, 0)
(29502241, 0)
(17859140, 1)
(36857255, 0)
(34921658, 1)
(1159023, 0)
(33662918, 0)
(33668125, 0)
(9804665, 0)
(20927745, 0)
(18686637, 0)
(26542345, 0)
(32491994, 1)
(27694014, 3)
(10074452, 2)
(36264847, 0)
(24164249, 0)
(31771064, 0)
(33991556, 1)
(12229980, 0)
(33435586, 1)
(13322909, 2)
(32850491, 1)
(31900404, 3)
(33513935, 0)
(25360377, 0)
(14801122, 1)
(26168363, 0)
(36240157, 1)
(26289998, 1)
(19312796, 0)
(18350913, 1)
(14106348, 2)
(22204648, 0)
(20312146, 2)
(16572192, 6)
(16405861, 0)
(14102195, 1)
(31847904, 0)
(22774726, 1)
(30141986, 1)
(20037342, 3)
(28036238, 1)
(23086500, 0)
(20531502, 0)
(5425701, 1)
(33747814, 1)
(9736530, 0)
(24255986, 3)
(17101845, 0)
(16488850, 2)
(28639732, 2)
(24016924, 0)
(16537857, 0)
(22037771, 0)
(22863784, 2)
(5096597, 1)
(23559626, 0)
(18039775, 0)
(16483431, 2)
(20237439, 1)
(28750912, 0)
(34343239, 1)
(37150810, 0)
(18977884, 3)
(19586164, 0)
(22823869, 1)
(21008858, 4)
(24954340, 2)
(21124018, 0)
(31470206, 1)
(27631968, 0)
(14186949, 0)
(3000468, 0)
(31578096, 0)
(36066624, 2)
(11101901, 0)
(35386926, 0)
(4289659, 0)
(22105298, 0)
(35948094, 2)
(25241970, 0)
(12099503, 0)
(22346251, 0)
(25646382, 1)
(16675929, 1)
(27027524, 0)
(5183533, 2)
(29950493, 1)
(23219790, 1)
(32877738, 1)
(30076185, 2)
(16815881, 1)
(16776500, 1)
(35388519, 1)
(22332195, 1)
(9604084, 0)
(15081686, 0)
(31602989, 0)
(2504411, 0)
(30100323, 2)
(19409606, 1)
(19404686, 1)
(11927178, 0)
(6104059, 0)
(8457831, 0)
(4014982, 0)
(21783217, 2)
(31768464, 0)
(37177974, 1)
(22073197, 0)
(17882139, 0)
(36181649, 0)
(36990952, 0)
(33586342, 0)
(36455083, 0)
(28608307, 2)
(23762701, 0)
(36334040, 1)
(29446215, 1)
(29577870, 0)
(21673323, 1)
(34514768, 1)
(20571122, 2)
(17441914, 0)
(13866353, 0)
(27397519, 0)
(28967654, 0)
(17961876, 0)
(34712074, 0)
(5615647, 0)
(27737279, 1)
(32520072, 0)
(34473076, 2)
(1911281, 0)
(1042391, 3)
(17387219, 0)
(33906561, 0)
(33740833, 1)
(33602285, 0)
(21459052, 1)
(19881672, 1)
(36778132, 2)
(22874665, 3)
(14335284, 1)
(19408934, 0)
(35141250, 0)
(24998579, 2)
(18095255, 0)
(19168243, 0)
(3854870, 1)
(10101700, 1)
(11242176, 0)
(37072555, 3)
(28775443, 0)
(27480539, 0)
(21829466, 1)
(22242181, 0)
(10488213, 1)
(20643430, 0)
(7119312, 1)
(13733552, 0)
(31601541, 0)
(22170363, 0)
(13483884, 0)
(26921035, 2)
(31902857, 3)
(35053136, 2)
(27571546, 2)
(25544336, 0)
(30276679, 0)
(18276946, 0)
(30048273, 4)
(31360351, 1)
(18969801, 0)
(33113479, 0)
(36379398, 1)
(23108861, 0)
(33877419, 0)
(33953355, 1)
(17159162, 0)
(19915673, 2)
(29871621, 2)
(12727334, 1)
(35164873, 3)
(493853, 0)
(24599194, 2)
(37303741, 1)
(23854478, 0)
(31185130, 0)
(17124403, 1)
(6493024, 0)
(20768021, 1)
(10661905, 0)
(33099682, 1)
(25344660, 0)
(24025584, 0)
(28140247, 0)
(2587438, 0)
(8024305, 0)
(24527279, 0)
(18720098, 0)
(33144249, 0)
(34688838, 2)
(33395068, 0)
(25968886, 1)
(34010857, 1)
(34049470, 1)
(21830755, 0)
(35984570, 0)
(32284940, 0)
(9892893, 1)
(35289773, 1)
(6969609, 1)
(13521397, 2)
(17937699, 1)
(33700380, 1)
(37707342, 2)
(29083463, 0)
(29488327, 4)
(21191301, 0)
(26633561, 2)
(21398605, 0)
(17391052, 1)
(5423381, 0)
(32914735, 0)
(33613296, 1)
(8356907, 1)
(31954393, 1)
(20871077, 0)
(34102245, 1)
(19672760, 1)
(37105803, 0)
(26320841, 0)
(23934123, 0)
(32763854, 1)
(26310346, 0)
(22889592, 0)
(18117729, 2)
(23809640, 1)
(327002, 0)
(37276168, 0)
